0.14,0.01,1.0,0.0,0.06,0.05,0.18,0.04,102,-0.7,7.0,877.0,20.71,1.1580090522766113,1.0
0.03,0.0,0.0,0.0,0.08,0.13,0.2,0.03,90,-0.3333333333333333,6.0,674.0,19.17,0.8601313829421997,1.0
0.03,0.01,1.0,0.0,0.07,0.09,0.23,0.04,57,-0.2727272727272727,3.0,404.0,23.67,0.6529012322425842,1.0
0.38,0.01,1.0,0.01,0.1,0.05,0.17,0.03,63,-0.6,7.0,416.0,11.14,1.045852541923523,1.0
0.26,0.0,0.0,0.0,0.05,0.07,0.12,0.11,33,1.0,2.0,203.0,18.0,0.3058476150035858,1.0
0.08,0.0,0.0,0.0,0.08,0.08,0.17,0.06,37,-1.0,2.0,268.0,23.0,0.32852908968925476,1.0
1.0,0.0,0.0,0.0,0.05,0.1,0.2,0.16,17,0.0,1.0,91.0,18.0,0.29063212871551514,1.0
0.79,0.02,1.0,0.0,0.04,0.0,0.12,0.1,17,0.0,3.0,108.0,6.33,0.424564927816391,1.0
0.79,0.02,1.0,0.0,0.04,0.0,0.12,0.1,17,0.0,3.0,108.0,6.33,0.424564927816391,1.0
0.07,0.0,0.0,0.0,0.04,0.08,0.15,0.04,21,0.0,1.0,112.0,23.0,0.3805968761444092,1.0
0.04,0.01,1.0,0.0,0.08,0.13,0.16,0.03,128,-0.13043478260869565,9.0,1040.0,20.11,2.1885266304016113,1.0
0.02,0.0,1.0,0.0,0.08,0.1,0.25,0.01,105,-0.3076923076923077,10.0,1085.0,18.5,0.5141753554344177,1.0
0.05,0.0,0.0,0.0,0.07,0.02,0.24,0.03,93,-0.6,6.0,779.0,23.0,0.6773239374160767,1.0
0.07,0.0,0.0,0.0,0.05,0.05,0.27,0.08,95,-0.8888888888888888,6.0,936.0,26.17,0.6753058433532715,1.0
0.1,0.0,0.0,0.0,0.02,0.17,0.12,0.1,37,0.5,4.0,245.0,10.0,0.607555627822876,1.0
0.06,0.0,0.0,0.0,0.03,0.1,0.14,0.07,46,-0.3333333333333333,5.0,324.0,11.4,0.9315053820610046,1.0
0.04,0.0,0.0,0.0,0.1,0.09,0.2,0.02,205,-0.6756756756756757,13.0,2145.0,26.38,1.1362683773040771,1.0
0.05,0.0,1.0,0.0,0.08,0.09,0.2,0.04,372,-0.23529411764705882,19.0,3914.0,34.37,4.818735122680664,1.0
0.04,0.01,1.0,0.0,0.12,0.0,0.24,0.05,19,-0.3333333333333333,3.0,121.0,7.0,0.11175186932086945,1.0
0.02,0.0,0.0,0.0,0.17,0.08,0.25,0.0,10,0.0,1.0,62.0,10.0,0.07062085717916489,1.0
0.11,0.0,0.0,0.0,0.09,0.14,0.23,0.1,16,-0.5,2.0,111.0,9.5,0.024090342223644257,1.0
0.05,0.0,0.0,0.0,0.11,0.04,0.15,0.08,21,0.0,3.0,127.0,8.33,0.1376468390226364,1.0
0.03,0.0,1.0,0.0,0.06,0.11,0.19,0.02,185,-0.16279069767441862,19.0,1558.0,13.63,2.340407609939575,1.0
0.1,0.01,1.0,0.0,0.04,0.07,0.14,0.16,90,-0.3333333333333333,7.0,726.0,16.86,1.985263466835022,1.0
0.16,0.0,0.0,0.0,0.13,0.03,0.24,0.06,26,-1.0,3.0,183.0,10.67,0.226527601480484,1.0
0.09,0.0,0.0,0.0,0.13,0.03,0.18,0.03,27,-1.0,2.0,199.0,16.0,0.2147236317396164,1.0
0.08,0.04,1.0,0.0,0.17,0.33,0.17,0.0,5,0.0,2.0,32.0,2.5,0.12112855911254883,1.0
