3.1905072,-12.444786,9.420048,-16.63994,8.149359,1.2749133,-2.332735,-0.42305896,-7.572078,7.8696446,10.30236,18.18536,-14.864487,-3.4590776,-1.2207637,27.770432,13.016146,13.0191765,14.697075,8.508618,-20.71636,9.727999,15.802503,-1.0131559,-9.0842285,-15.668617,8.460735,-8.646584,14.028918,9.834773,2.0138147,1.9602169,-10.351069,15.355229,-8.220211,7.355872,6.58106,-8.735129,-1.3242632,-11.627137,-14.149234,15.875876,0.37890905,-7.848829,10.523428,9.148352,-3.946174,-2.4319952,-4.374984,-10.279135,-8.788596,-10.827175,-7.5251594,2.4918795,-16.034275,-4.566686,2.4921393,-0.044300914,-1.8933417,-14.971891,6.7411413,5.181673,1.8069782,-1.1426973,-7.102885,7.7880836,2.6102536,-17.954731,7.6159472,7.0428877,2.2779832,-1.8020148,8.210855,-23.451456,-21.037115,1.6861422,-19.49135,3.0453935,-3.941959,8.381942,0.57342774,12.869285,-6.616897,9.239103,8.226391,18.434294,14.272029,0.4106188,9.882795,-13.771796,-8.261727,16.135334,6.554747,0.46363303,11.21924,-6.2237234,3.574239,7.364278,-18.622206,-7.2032127,1.0
3.8574104,-16.547039,8.451301,-12.402504,10.344065,-2.2078295,-2.9122052,-4.5117917,-10.30685,6.5271134,13.151455,13.427877,-13.278313,-4.148817,-2.899728,22.180275,13.485019,2.902651,14.382406,7.0384793,-16.925432,5.554833,13.751235,-2.037135,-7.5558395,-6.842433,7.151841,-7.496274,9.413573,13.522431,5.3025804,1.106082,-11.434791,13.254556,-9.432081,10.05411,-1.456226,-7.885934,-4.138508,-8.773548,-8.338318,14.927405,1.856502,-7.0860186,8.5558,13.314079,-2.796645,0.7503222,3.41944,-11.595907,-7.6473155,-12.993343,-5.5320625,4.4339666,-12.189008,-2.150166,2.041206,-5.789392,3.9291008,-9.84602,9.910818,3.1613145,-1.0483838,-4.984609,-6.635101,3.8068573,8.458555,-15.333211,8.959903,5.9884286,4.185124,-3.8799996,6.772164,-17.27842,-13.939633,1.7083617,-18.953257,1.1657956,0.565447,4.8444934,-1.6606128,8.058786,-4.6784253,2.5568333,4.2846394,19.094992,12.365889,-2.2170837,10.440269,-4.890121,-10.920323,14.189628,1.2511318,2.41943,6.5089326,-3.5923643,5.193351,5.4858723,-14.587059,-6.40459,1.0
3.0804765,-7.327063,3.587358,-6.289563,7.048817,-0.283571,-1.555042,-3.2189295,-2.934181,1.6696981,6.1604877,10.029165,-7.4179068,-1.558732,-2.5792832,8.668241,2.0167723,2.8197002,8.720959,2.6676204,-10.289305,4.741661,9.137293,0.9381357,-4.4627986,-6.164527,5.221935,-7.8371053,7.078816,7.8323092,3.4754655,1.046275,-6.3662667,6.966299,-6.2121725,2.1512473,-2.5840168,-6.206832,-1.854408,-2.1712217,-7.1596575,13.272819,1.491519,-4.171875,5.465623,9.580482,-0.08753793,0.92273307,1.100639,-8.062421,-4.9953895,-7.4874177,-2.8291457,0.9603641,-6.9281793,-3.037846,1.6855878,-2.951362,4.9187484,-9.388559,4.001906,2.9585001,0.3553211,-3.9410818,-1.373242,3.938005,3.6719573,-10.100882,5.4420986,4.4272065,1.739691,-2.7682226,0.62924093,-13.139472,-8.429836,0.561692,-10.2531185,2.4161003,0.23572695,-0.83569217,-0.12444499,5.344657,-5.573306,6.659713,3.610172,11.673643,4.110107,-0.36733314,3.8725758,-6.2064686,-8.543743,6.4286532,3.393127,1.032358,4.7978644,-3.330412,2.1827161,0.67419994,-7.4306784,-3.5457358,1.0
-0.18931013,-10.544434,6.0899615,-7.921643,6.939418,-1.765134,-1.315407,0.3749209,-4.100149,6.709194,8.541745,7.388606,-9.107532,-1.789916,0.8235871,18.613153,9.537109,0.85543597,9.665269,5.155663,-10.78474,6.123301,9.221515,-2.99536,-5.3825874,-7.995711,5.0371265,-3.7562864,5.9956956,8.280166,-2.6724865,-1.0150081,-7.609876,7.937438,-9.360702,8.11711,0.94162995,-5.8439693,-0.29184815,-4.5148067,-6.8207207,12.258417,1.801996,-2.792431,4.7158813,8.2936125,-2.3925376,2.744801,-0.311382,-7.3752704,-6.6807966,-8.670202,-4.796616,2.401148,-3.6199858,-1.4901179,0.11026101,-0.4090879,4.605201,-10.693441,5.69104,-0.03526908,1.715277,-4.418083,-5.1223664,6.5869474,5.2546935,-10.238277,4.5049644,9.448376,2.227515,-5.3790417,7.8752713,-8.463936,-10.063465,2.0993998,-11.83351,3.004218,1.6522529,2.831083,-0.7516629,8.241622,-4.8411293,3.3895369,3.7451859,15.616593,4.456168,-3.9501696,5.805591,-9.458948,-5.031573,10.717986,1.017258,-0.32302007,4.055737,-2.62908,1.9484785,5.602065,-12.510423,-8.142795,1.0
-0.009797029,-3.3260722,1.5003918,-4.057805,3.2689462,-0.79258907,-2.115846,0.21177605,-0.5015429,2.1272042,0.5390661,3.124293,-4.402132,-0.69658005,-2.5164418,9.09386,5.4597497,-0.8889169,6.2322335,5.275551,-5.213106,2.88223,5.31868,0.247435,-1.7018262,-5.812727,1.693099,-2.098151,2.6987288,2.317297,-0.24267404,-0.894171,-2.204186,4.509021,-4.8416443,1.4130871,0.15604317,0.23875706,-0.39029303,-2.896192,-3.115512,5.001345,-0.57392704,-1.094146,0.20494312,3.651894,-1.3114239,-0.120774955,-1.1557418,-3.473618,-1.8730531,-4.947973,-2.1132607,0.12837589,-2.7481802,-2.6639469,-0.548359,0.35937908,1.703194,-6.300102,3.42711,-1.2955081,2.523443,-3.0651717,-3.1034493,2.1478977,1.6141881,-3.4326918,2.4813688,2.7140348,-1.123808,-2.1772718,2.2575998,-5.9356546,-5.095191,2.686629,-3.9173603,-0.4919511,-0.9329339,4.388618,0.35887414,3.931518,-1.3506502,3.9428968,0.755738,7.248292,1.9209383,-1.0340872,3.6797361,-2.8052647,-2.0528224,6.149684,1.6032982,1.9142208,3.040204,-2.018502,1.41217,1.917869,-6.972652,-1.523503,1.0
0.8865009,-3.694753,1.7247014,-3.488555,3.42248,0.529998,1.0470628,-0.040994003,-1.471427,2.4307842,0.9564009,4.160983,-2.792081,-2.3465462,-2.193526,10.4929,4.238004,2.0869308,5.3788166,5.52715,-5.134388,2.7591043,3.9506526,0.87387496,-2.671063,-5.986052,1.68034,-3.5557592,3.2589252,3.1012866,-0.69390804,0.035728917,-3.9410696,5.561079,-3.7469332,3.885758,0.09018601,-1.9084117,0.171872,-1.48714,-3.0307283,5.968512,-1.5037329,-0.92310387,3.0403912,2.8597298,-0.76535493,0.606687,-0.4056301,-5.4473643,-2.1235762,-3.771171,-1.5995171,-1.4317229,-4.526449,-4.242034,2.5694542,-0.120689005,-0.346073,-4.222865,4.4460816,0.8784361,-2.2402046,-2.430042,-2.5835774,3.1571932,1.9719062,-4.4994597,1.1457388,-0.21540007,0.57223004,-0.31586495,2.9095721,-6.5366054,-7.012386,0.655086,-6.34177,2.0134282,-0.498348,3.845721,-1.339502,2.7904725,-0.66939485,4.184135,2.016058,8.85808,3.279699,-2.091429,1.911097,-0.35096806,-2.858391,6.954378,0.7547199,-0.31253493,2.811227,-0.27413306,0.44889396,3.658137,-6.895222,-3.1147316,1.0
0.46795103,-0.410744,0.876681,-0.08412698,1.575931,0.087285995,-0.42306203,-0.13861704,-0.693843,-0.064798996,1.292735,0.08993701,-0.833494,0.11317401,0.828323,1.388973,0.813339,0.14927302,1.144938,0.5404629,-2.5009549,0.149129,-0.299475,-0.10548001,-0.36322802,-0.99485004,2.296238,0.562224,1.122416,1.055102,0.10717705,0.43448803,-1.85946,1.422066,-0.929598,0.61032695,0.43167204,-0.16134098,1.204667,-0.619771,-0.220409,0.533442,-0.029237002,-0.478123,0.31057703,0.534418,0.56350803,0.516688,-0.22753403,-0.546994,-0.67805195,-1.086641,0.10105598,0.892458,-1.138473,-1.199345,1.2544291,-1.594134,0.40604198,-1.9712701,0.06405297,-0.33099902,0.821207,-1.062413,0.45360604,0.67797697,1.26564,-1.7833631,1.159519,0.716051,0.902212,-0.11255801,1.228223,-1.570681,-1.10197,0.305987,-1.413493,-0.42122796,-1.19312,0.55725795,0.21521302,0.991161,-0.668966,0.601223,0.571239,0.71652,0.33628598,0.16986997,1.424045,-1.151457,-1.114625,0.737175,-0.15853098,0.42361298,1.107227,-0.875141,-1.298975,-0.37445098,-0.8414441,-0.64942795,1.0
0.69065696,-1.239911,2.0869782,-0.563834,0.492009,0.014671981,1.6526201,-1.452873,-1.2474041,2.195584,0.592772,1.29123,-1.355834,0.13474798,1.452914,3.574068,1.026737,0.050668,1.7561531,-0.16637097,-2.4739897,1.4331231,1.0420251,0.827843,-1.5122712,-2.301643,0.72722095,-1.810861,2.241219,2.1243448,0.429145,-1.396678,-2.270328,-0.075733,0.10130499,1.182966,-0.26573703,-1.193679,0.788131,-1.0817341,-2.0864449,1.7451501,0.49675602,1.495861,0.49279398,3.4349868,-0.726559,-0.441855,1.048505,-1.814731,-0.69560397,-1.568442,-0.10863699,1.25598,-0.28023696,-1.437079,0.14314303,-0.521338,0.610543,-3.04385,-0.48225302,0.27361202,0.29792506,-1.3956771,-0.819226,-0.31317103,1.088034,-1.5632832,-0.316914,2.3198001,0.45418406,-0.75276494,0.15314199,-1.2093,-3.740527,-0.375849,-1.844773,-1.1230941,-1.714311,0.482337,-0.18950999,1.8016409,-1.979331,1.247005,1.12932,2.7182088,1.8659999,0.090882,1.3452119,-2.223956,-3.047469,1.496181,1.5948101,-0.115018986,-0.297323,-0.053382017,0.5208,-0.81724393,-2.1640248,-0.50162804,1.0
0.69065696,-1.239911,2.0869782,-0.563834,0.492009,0.014671981,1.6526201,-1.452873,-1.2474041,2.195584,0.592772,1.29123,-1.355834,0.13474798,1.452914,3.574068,1.026737,0.050668,1.7561531,-0.16637097,-2.4739897,1.4331231,1.0420251,0.827843,-1.5122712,-2.301643,0.72722095,-1.810861,2.241219,2.1243448,0.429145,-1.396678,-2.270328,-0.075733,0.10130499,1.182966,-0.26573703,-1.193679,0.788131,-1.0817341,-2.0864449,1.7451501,0.49675602,1.495861,0.49279398,3.4349868,-0.726559,-0.441855,1.048505,-1.814731,-0.69560397,-1.568442,-0.10863699,1.25598,-0.28023696,-1.437079,0.14314303,-0.521338,0.610543,-3.04385,-0.48225302,0.27361202,0.29792506,-1.3956771,-0.819226,-0.31317103,1.088034,-1.5632832,-0.316914,2.3198001,0.45418406,-0.75276494,0.15314199,-1.2093,-3.740527,-0.375849,-1.844773,-1.1230941,-1.714311,0.482337,-0.18950999,1.8016409,-1.979331,1.247005,1.12932,2.7182088,1.8659999,0.090882,1.3452119,-2.223956,-3.047469,1.496181,1.5948101,-0.115018986,-0.297323,-0.053382017,0.5208,-0.81724393,-2.1640248,-0.50162804,1.0
0.231789,-1.9700311,1.489255,-1.0484209,1.104317,0.306149,1.4901359,-0.80397093,-1.314748,0.556723,2.16941,1.270451,-1.4114859,0.564639,1.660424,3.013999,0.9792999,0.879945,1.535908,0.27888298,-2.650941,1.1543541,2.0988772,0.579431,-1.893337,-2.028288,2.207262,-1.649902,2.0521321,3.1871862,1.347978,-0.765892,-3.042577,1.3949571,-1.0459421,1.741215,-0.6329429,-1.019823,0.81278193,-1.4276,-1.848136,1.8734002,1.1989799,0.715318,0.11824501,2.933831,-0.44034997,0.019191004,0.640349,-1.89223,-0.996181,-1.627374,-0.09679799,0.858462,-0.04884597,-0.067341,0.900721,-0.697799,0.958695,-1.875503,1.053322,0.35133302,0.550269,-1.3211131,-1.361216,1.170539,1.479908,-1.7995851,1.744864,1.6881142,0.18763,-0.499206,1.451599,-1.8745319,-1.856676,0.68345404,-1.557992,0.10432702,-1.1716391,-0.6872721,0.073642984,0.917662,-1.2693899,1.597914,1.529871,2.998757,2.2086709,0.41332996,0.95912194,-2.852026,-1.6161718,1.3866131,0.16734202,0.142604,0.94774896,-0.72776,0.015005,-0.38850197,-1.298676,-1.214294,1.0
